CountyFIPS,Length,CountyFIPS_Final,% below 18 years of age raw value,State FIPS Code,Diabetes prevalence raw value,Unemployment raw value,% rural raw value,Adult obesity raw value,Adult smoking raw value,Frequent mental distress raw value,High school completion raw value,Life_Expectancy_3Cat,Life_Expectancy_2Cat,Median household income raw value,Physical inactivity raw value,Population raw value,Uninsured raw value,Cat_Unemploy,Cat_pop,Cat_Income,Life expectancy raw value
16037,5,16037,0.1678041892,16,0.094,0.0504959423,1,0.297,0.184,0.156,0.8923375364,High,High,53278,0.266,4249,0.1462596444,Low Unemployment,Small,50-60k,79.008821925
16039,5,16039,0.2495263771,16,0.109,0.0484155669,0.2688438494,0.329,0.184,0.156,0.9060695345,High,High,49450,0.288,27448,0.1503352129,Low Unemployment,Large,<50k,78.111268321
16041,5,16041,0.3093914879,16,0.089,0.0358356941,0.6618958236,0.304,0.163,0.149,0.9170755643,High,High,65396,0.264,14215,0.131765107,Low Unemployment,Small-Medium,>60k,79.177611461
16043,5,16043,0.2419428053,16,0.101,0.0364834051,0.7204349796,0.327,0.173,0.148,0.8860803727,High,High,58658,0.266,13218,0.1703001271,Low Unemployment,Small-Medium,50-60k,79.669681604
16047,5,16047,0.2695607632,16,0.114,0.0377906977,0.5808329022,0.358,0.174,0.15,0.8049250101,High,High,57728,0.297,15618,0.1990311191,Low Unemployment,Small-Medium,50-60k,78.481531005
16049,5,16049,0.1934256672,16,0.099,0.0669250261,0.8063564271,0.309,0.195,0.163,0.9220588235,High,High,51201,0.289,16823,0.1618997175,High Unemployment,Small-Medium,50-60k,80.022402302
16051,5,16051,0.3294202282,16,0.087,0.0341535851,0.6661055853,0.323,0.152,0.138,0.9115133531,High,High,66806,0.235,30581,0.1360036727,Low Unemployment,Large,>60k,79.461842643
16053,5,16053,0.2996989177,16,0.119,0.0399245778,0.5131849468,0.309,0.177,0.15,0.7821728159,High,High,57342,0.32,24578,0.2109731251,Low Unemployment,Small-Medium,50-60k,79.432532909
16055,5,16055,0.2244649178,16,0.087,0.069286224,0.242443716,0.306,0.174,0.15,0.9396335721,High,High,66959,0.229,170628,0.1237245282,High Unemployment,Large,>60k,79.142620627
16057,5,16057,0.1822434484,16,0.085,0.0474792468,0.3499087101,0.285,0.151,0.144,0.964004695,High,High,59834,0.21,40830,0.1083975202,Low Unemployment,Large,50-60k,82.795092473
16065,5,16065,0.265563768,16,0.108,0.0271675782,0.2846334186,0.361,0.163,0.167,0.9537589499,High,High,53727,0.255,40318,0.094172145,Low Unemployment,Large,50-60k,79.400034018
16071,5,16071,0.2719026549,16,0.089,0.0418445773,1,0.304,0.174,0.154,0.9077139838,High,High,69357,0.273,4520,0.1306674176,Low Unemployment,Small,>60k,78.440345449
16077,5,16077,0.3053774696,16,0.116,0.0406582769,0.4258667008,0.366,0.169,0.147,0.7985596272,High,High,45404,0.303,7643,0.1842646826,Low Unemployment,Small-Medium,<50k,78.113892683
16081,5,16081,0.2324614031,16,0.083,0.056694813,1,0.257,0.133,0.122,0.9311301715,High,High,74935,0.197,12501,0.1579447241,Low Unemployment,Small-Medium,>60k,83.47821299
16085,5,16085,0.1780868385,16,0.079,0.0793903952,1,0.245,0.15,0.139,0.9163112392,High,High,62600,0.204,11792,0.1381563317,High Unemployment,Small-Medium,>60k,84.968120913
16087,5,16087,0.2237451737,16,0.112,0.0538720539,0.4556775838,0.337,0.183,0.16,0.8738500139,High,High,49186,0.308,10360,0.1707184572,Low Unemployment,Small-Medium,<50k,78.225027577
17000,5,17000,0.2206920659,17,0.1,0.0946712753,0.1151212972,0.315,0.1483168683,0.1273171242,0.8965846639,High,High,71243,0.251,12587530,0.0873472882,High Unemployment,,>60k,78.615341515
17003,5,17003,0.2059305075,17,0.131,0.0980187696,0.6185967468,0.411,0.235,0.176,0.8577425373,Low,Low,38315,0.339,5497,0.0769935839,High Unemployment,Small-Medium,<50k,70.483625942
17005,5,17005,0.1884147091,17,0.099,0.0684126136,0.6073840612,0.365,0.195,0.152,0.8994172789,High,High,58209,0.275,16262,0.0710759278,High Unemployment,Small-Medium,50-60k,78.389115495
17007,5,17007,0.2395930045,17,0.099,0.1118060985,0.1936305732,0.343,0.168,0.137,0.8668489873,High,High,82318,0.279,52777,0.0848122255,High Unemployment,Large,>60k,79.254655193
17009,5,17009,0.1614726551,17,0.109,0.0383845127,0.4106962664,0.379,0.208,0.146,0.8237365369,High,High,52277,0.297,6546,0.0426220664,Low Unemployment,Small-Medium,50-60k,78.942746172
17011,5,17011,0.2096709284,17,0.097,0.0757196113,0.5739035965,0.352,0.183,0.148,0.9065264778,High,High,57728,0.282,32303,0.0731581043,High Unemployment,Large,50-60k,78.118202516
17013,5,17013,0.1971403813,17,0.09,0.0758527828,1,0.355,0.205,0.157,0.9361702128,High,High,61648,0.272,4616,0.0708112629,High Unemployment,Small,>60k,80.373788978
17015,5,17015,0.1950705709,17,0.091,0.0721258134,0.8187430948,0.35,0.191,0.15,0.9012438044,High,High,53965,0.267,14241,0.0740599714,High Unemployment,Small-Medium,50-60k,78.070253067
17019,5,17019,0.1886448813,17,0.101,0.0643182341,0.1271030082,0.361,0.16,0.139,0.9489344329,High,High,64387,0.253,209192,0.0708524482,High Unemployment,Large,>60k,80.125566438
17027,5,17027,0.2119097278,17,0.089,0.058294605,0.487580107,0.345,0.187,0.146,0.9016809862,High,High,71883,0.252,37398,0.059602649,Low Unemployment,Large,>60k,80.156195107
17031,5,17031,0.2143657244,17,0.106,0.1108127187,0.0004529639,0.292,0.146,0.129,0.8766928141,High,High,71611,0.257,5108284,0.1086977839,High Unemployment,V Large,>60k,78.603238525
17033,5,17033,0.1990060501,17,0.097,0.0696411709,0.6016551446,0.365,0.204,0.156,0.8609787787,High,High,57632,0.276,18512,0.0683207218,High Unemployment,Small-Medium,50-60k,78.935856899
17035,5,17035,0.2237768805,17,0.095,0.0568640646,1,0.354,0.211,0.162,0.9192383454,High,High,68683,0.277,10649,0.0712859659,Low Unemployment,Small-Medium,>60k,79.694495253
17037,5,17037,0.2124106382,17,0.099,0.082084064,0.2030524914,0.358,0.171,0.142,0.9214214052,High,High,68546,0.272,104491,0.0751616911,High Unemployment,Large,>60k,78.703169843
17039,5,17039,0.2098516398,17,0.092,0.0651685393,0.4875309462,0.356,0.198,0.155,0.9273747995,Low,Low,65526,0.276,15368,0.0649057819,High Unemployment,Small-Medium,>60k,74.852608969
17041,5,17041,0.2444900051,17,0.101,0.0559984057,0.6163663664,0.357,0.207,0.159,0.8347088492,High,High,63003,0.298,19510,0.1090239878,Low Unemployment,Small-Medium,>60k,79.185491346
17043,5,17043,0.223890195,17,0.087,0.0792850283,0.0004755029,0.268,0.112,0.112,0.9326943175,High,High,92101,0.227,917481,0.0644211605,High Unemployment,V Large,>60k,81.925750304
17051,5,17051,0.2062641084,17,0.106,0.0745360825,0.6698735321,0.378,0.231,0.17,0.8646764861,High,High,49030,0.309,21264,0.0934645116,High Unemployment,Small-Medium,<50k,78.132813274
17055,5,17055,0.2195743563,17,0.104,0.1054738818,0.4858067288,0.373,0.226,0.172,0.8876486467,Low,Low,49834,0.295,38060,0.0799307267,High Unemployment,Large,<50k,74.852787996
17059,5,17059,0.2007093678,17,0.108,0.0915354331,1,0.384,0.237,0.179,0.8658032516,Low,Low,44282,0.313,4793,0.070523416,High Unemployment,Small,<50k,73.246495072
17067,5,17067,0.2092756285,17,0.092,0.0692983542,0.7097466499,0.358,0.197,0.157,0.9344096872,High,High,54076,0.271,17422,0.068603352,High Unemployment,Small-Medium,50-60k,78.303662394
17069,5,17069,0.1727941176,17,0.102,0.0915438324,1,0.364,0.229,0.171,0.8672859987,Low,Low,39674,0.301,3808,0.0808770669,High Unemployment,Small,<50k,73.845976482
17073,5,17073,0.2183801202,17,0.091,0.0779101358,0.5027532385,0.35,0.184,0.146,0.9242793341,High,High,63859,0.269,48411,0.0682532202,High Unemployment,Large,>60k,78.144486221
17079,5,17079,0.2259904913,17,0.094,0.0601176214,0.698597649,0.357,0.207,0.159,0.9262025695,High,High,57969,0.275,9465,0.0691454664,High Unemployment,Small-Medium,50-60k,81.170026733
17085,5,17085,0.1853665427,17,0.087,0.0830615768,0.725901755,0.347,0.182,0.146,0.9239096622,High,High,56446,0.25,21239,0.0804628275,High Unemployment,Small-Medium,50-60k,80.528217764
17089,5,17089,0.2460443306,17,0.107,0.0913857878,0.0355833555,0.367,0.149,0.124,0.856711132,High,High,83784,0.274,531010,0.1019209714,High Unemployment,V Large,>60k,80.963567403
17093,5,17093,0.2776144766,17,0.088,0.083556774,0.1041957189,0.332,0.133,0.12,0.9229021864,High,High,97263,0.233,130638,0.0639947951,High Unemployment,Large,>60k,81.173237113
17097,5,17097,0.2359943079,17,0.091,0.0806788755,0.0126730371,0.321,0.128,0.12,0.9079522442,High,High,100325,0.218,693593,0.0817347732,High Unemployment,V Large,>60k,80.994842611
17103,5,17103,0.1961541891,17,0.097,0.0683222572,0.5321251145,0.358,0.192,0.148,0.8960562031,High,High,64310,0.274,33647,0.0624542571,High Unemployment,Large,>60k,78.349127623
17111,5,17111,0.2287471231,17,0.085,0.0830587225,0.0987854644,0.314,0.15,0.126,0.9330093701,High,High,89730,0.246,305888,0.0711253265,High Unemployment,V Large,>60k,80.347783017
17113,5,17113,0.2114904003,17,0.093,0.0677061913,0.1649682731,0.341,0.159,0.137,0.9623150035,High,High,71919,0.243,171256,0.0575090016,High Unemployment,Large,>60k,79.427457171
17121,5,17121,0.23274396,17,0.104,0.0929648241,0.4505667267,0.371,0.218,0.169,0.8945700321,Low,Low,52019,0.293,37045,0.0702095706,High Unemployment,Large,50-60k,73.62483353
17127,5,17127,0.2150924025,17,0.105,0.0997418879,0.5050878216,0.367,0.218,0.169,0.8871224165,Low,Low,49054,0.298,13636,0.0713285408,High Unemployment,Small-Medium,<50k,74.824036831
17129,5,17129,0.2173516738,17,0.085,0.0640878545,0.7569460842,0.342,0.18,0.146,0.9524633668,High,High,69749,0.245,12068,0.0579934075,High Unemployment,Small-Medium,>60k,79.93462198
17131,5,17131,0.2097865353,17,0.089,0.0802445051,0.7775952294,0.349,0.194,0.151,0.9222182211,High,High,62857,0.264,15225,0.0637782787,High Unemployment,Small-Medium,>60k,78.076721108
17133,5,17133,0.2199257319,17,0.076,0.055640161,0.4135995388,0.314,0.153,0.131,0.95811347,High,High,90880,0.212,34739,0.0384439359,Low Unemployment,Large,>60k,80.673588638
17141,5,17141,0.2229555123,17,0.095,0.0812052481,0.4709983737,0.354,0.181,0.145,0.9041755889,High,High,71470,0.262,50306,0.0719838614,High Unemployment,Large,>60k,78.490687089
17147,5,17147,0.2199938857,17,0.08,0.0535334436,0.6766094805,0.324,0.171,0.139,0.9379911909,High,High,69521,0.237,16355,0.0567982289,Low Unemployment,Small-Medium,>60k,80.036353431
17151,5,17151,0.1100917431,17,0.099,0.0791235545,1,0.363,0.218,0.164,0.8880354505,High,High,49071,0.291,4142,0.0840738209,High Unemployment,Small,<50k,79.114962469
17153,5,17153,0.2116900596,17,0.135,0.1165158371,1,0.419,0.237,0.179,0.8963541667,Low,Low,40481,0.343,5201,0.084486166,High Unemployment,Small-Medium,<50k,74.007171139
17155,5,17155,0.1957662701,17,0.088,0.0829367777,1,0.345,0.182,0.144,0.9300832342,High,High,70070,0.253,5716,0.0627843494,High Unemployment,Small-Medium,>60k,80.815376039
17165,5,17165,0.2124493141,17,0.106,0.0974407384,0.4366395055,0.386,0.224,0.173,0.8739944807,Low,Low,45793,0.304,23182,0.0753696756,High Unemployment,Small-Medium,<50k,73.232111187
17171,5,17171,0.2131313131,17,0.093,0.0659855258,1,0.353,0.207,0.16,0.9389868458,High,High,59285,0.276,4950,0.0569556452,High Unemployment,Small,50-60k,78.08115599
17173,5,17173,0.2121226349,17,0.093,0.0643525741,0.7773107365,0.358,0.208,0.158,0.9337500806,High,High,64508,0.278,21299,0.0607564297,High Unemployment,Small-Medium,>60k,79.283340773
17179,5,17179,0.223089687,17,0.086,0.0811430047,0.2041818692,0.327,0.18,0.146,0.9316992831,High,High,69874,0.242,130777,0.055056995,High Unemployment,Large,>60k,78.253324293
17183,5,17183,0.2330238461,17,0.111,0.0882244484,0.3125635528,0.391,0.217,0.166,0.896332621,Low,Low,49678,0.311,74855,0.0660559638,High Unemployment,Large,<50k,74.552101438
17185,5,17185,0.2201966041,17,0.094,0.0832458902,0.3889679417,0.358,0.195,0.155,0.9163488744,High,High,56190,0.27,11190,0.0673183737,High Unemployment,Small-Medium,50-60k,78.58687406
17189,5,17189,0.210331299,17,0.084,0.0526315789,0.7364773036,0.337,0.183,0.147,0.9164276531,High,High,69386,0.246,13764,0.055952381,Low Unemployment,Small-Medium,>60k,79.420118275
17193,5,17193,0.2170757258,17,0.098,0.0759328662,0.620320491,0.363,0.215,0.165,0.9085852968,Low,Low,46080,0.283,13364,0.0715240642,High Unemployment,Small-Medium,<50k,74.78991575
17197,5,17197,0.2411249176,17,0.097,0.0945939274,0.0392939371,0.327,0.142,0.122,0.915472332,High,High,90349,0.262,688726,0.068805236,High Unemployment,V Large,>60k,79.201645163
17203,5,17203,0.2390065895,17,0.081,0.0607928048,0.5488568177,0.32,0.163,0.137,0.9452986853,High,High,72980,0.228,38091,0.0566349865,High Unemployment,Large,>60k,79.133713536
18011,5,18011,0.2582663994,18,0.084,0.0427696285,0.3440501412,0.315,0.157,0.129,0.9458025778,High,High,92302,0.245,69347,0.0711932339,Low Unemployment,Large,>60k,78.232372796
18013,5,18013,0.1713208047,18,0.097,0.0668604651,1,0.337,0.199,0.153,0.9336406332,High,High,70930,0.285,15112,0.1049393723,High Unemployment,Small-Medium,>60k,78.2654813
18015,5,18015,0.2176191418,18,0.106,0.0603582151,0.8140411808,0.36,0.213,0.16,0.8801924846,High,High,62388,0.314,20228,0.1066798983,High Unemployment,Small-Medium,>60k,80.274452554
18019,5,18019,0.2215635638,18,0.106,0.0721646112,0.20514914,0.369,0.208,0.158,0.9023224967,Low,Low,65555,0.336,119266,0.0889210009,High Unemployment,Large,>60k,74.868771335
18025,5,18025,0.2176121931,18,0.118,0.0707362343,1,0.381,0.269,0.188,0.8275537634,Low,Low,46884,0.363,10629,0.124505692,High Unemployment,Small-Medium,<50k,74.233456819
18035,5,18035,0.1793590354,18,0.118,0.0730568368,0.2281190778,0.39,0.225,0.173,0.9021439424,Low,Low,46612,0.316,113454,0.1033387065,High Unemployment,Large,<50k,74.178143606
18037,5,18037,0.241479009,18,0.097,0.0454082762,0.4924681897,0.348,0.195,0.149,0.8938454612,High,High,64120,0.293,42542,0.0868168125,Low Unemployment,Large,>60k,79.187894158
18039,5,18039,0.2731020901,18,0.111,0.0754701613,0.205872676,0.358,0.198,0.156,0.8112447643,High,High,66801,0.32,206161,0.150941642,High Unemployment,Large,>60k,78.051108997
18041,5,18041,0.2192032151,18,0.115,0.0986772796,0.3678378712,0.382,0.261,0.183,0.8346237225,Low,Low,53616,0.359,22892,0.0982834994,High Unemployment,Small-Medium,50-60k,72.345232962
18045,5,18045,0.2160983587,18,0.102,0.0651444788,0.659512761,0.35,0.225,0.164,0.8872082973,Low,Low,55627,0.327,16511,0.0950576224,High Unemployment,Small-Medium,50-60k,74.7609204
18049,5,18049,0.2357378359,18,0.103,0.0661157025,0.6492129007,0.345,0.217,0.162,0.8690338444,Low,Low,55895,0.311,20018,0.1264949693,High Unemployment,Small-Medium,50-60k,74.738869166
18053,5,18053,0.2087236489,18,0.119,0.0632967591,0.2891337549,0.397,0.232,0.173,0.88,Low,Low,49788,0.332,65225,0.0981091392,High Unemployment,Large,<50k,73.2115231
18057,5,18057,0.261107141,18,0.079,0.0465845807,0.0563537763,0.263,0.125,0.117,0.9712576625,High,High,96359,0.208,344238,0.0599108204,Low Unemployment,V Large,>60k,81.565383072
18059,5,18059,0.2312169246,18,0.093,0.0564626019,0.3044627296,0.367,0.178,0.144,0.9302755757,High,High,77916,0.274,79553,0.0724418124,Low Unemployment,Large,>60k,78.956462998
18063,5,18063,0.2436407293,18,0.088,0.0503546417,0.1784692811,0.3,0.165,0.135,0.9428319904,High,High,86905,0.255,173251,0.0766733406,Low Unemployment,Large,>60k,79.216258534
18067,5,18067,0.2268771455,18,0.109,0.108580867,0.2153543117,0.369,0.219,0.16,0.9083930757,Low,Low,59309,0.335,82732,0.0985219407,High Unemployment,Large,50-60k,74.07428014
18079,5,18079,0.2298746138,18,0.11,0.0760565454,0.6019631902,0.385,0.234,0.169,0.8827476882,Low,Low,60526,0.331,27515,0.0977489978,High Unemployment,Large,>60k,73.727064112
18083,5,18083,0.2135699031,18,0.11,0.0592495063,0.3621488033,0.386,0.227,0.17,0.8831285098,Low,Low,44842,0.33,36522,0.0939220632,Low Unemployment,Large,<50k,74.380287892
18087,5,18087,0.3212193724,18,0.111,0.0642924184,0.9161549235,0.376,0.252,0.18,0.6106619396,High,High,72513,0.364,40119,0.278855736,High Unemployment,Large,>60k,78.48223502
18105,5,18105,0.1555536065,18,0.107,0.0552417284,0.2124820618,0.317,0.187,0.153,0.9302567824,High,High,61808,0.266,148219,0.0942433662,Low Unemployment,Large,>60k,79.511768468
18115,5,18115,0.1955193483,18,0.095,0.0738042445,1,0.356,0.222,0.16,0.8781541259,High,High,63210,0.303,5892,0.085279859,High Unemployment,Small-Medium,>60k,79.155124717
18119,5,18119,0.2057312917,18,0.112,0.0630061009,1,0.382,0.244,0.177,0.8534752245,Low,Low,53893,0.346,20833,0.1272362176,High Unemployment,Small-Medium,50-60k,74.988546647
18121,5,18121,0.2130282734,18,0.11,0.0549386324,0.7497548878,0.379,0.241,0.177,0.8378696237,High,High,54125,0.349,16871,0.1250941974,Low Unemployment,Small-Medium,50-60k,79.427641022
18129,5,18129,0.2192284866,18,0.094,0.0492441951,0.66761868,0.331,0.205,0.153,0.9255679609,High,High,63801,0.288,25275,0.0727174659,Low Unemployment,Large,>60k,78.95956214
18131,5,18131,0.2201323862,18,0.109,0.0606724003,0.8094314281,0.381,0.235,0.169,0.8802808795,Low,Low,52609,0.333,12388,0.108323007,High Unemployment,Small-Medium,50-60k,74.157666496
18143,5,18143,0.2241886666,18,0.115,0.0837466616,0.5271494148,0.362,0.258,0.18,0.8075268166,Low,Low,59286,0.351,23788,0.0922080592,High Unemployment,Small-Medium,50-60k,71.465307698
18149,5,18149,0.2266909627,18,0.111,0.0804727646,0.8238239952,0.382,0.241,0.175,0.8493781958,Low,Low,51996,0.352,23049,0.1056826808,High Unemployment,Small-Medium,50-60k,73.752373539
18151,5,18151,0.2020613821,18,0.099,0.0623650515,0.6724879333,0.337,0.22,0.157,0.9136894825,High,High,62273,0.312,34831,0.104543365,High Unemployment,Large,>60k,79.310114331
18157,5,18157,0.2024679397,18,0.111,0.0630503362,0.1450109966,0.33,0.177,0.148,0.9211464861,High,High,52806,0.3,196115,0.1007451489,High Unemployment,Large,50-60k,79.381328821
18171,5,18171,0.2186966073,18,0.099,0.0539865034,0.7710390221,0.354,0.209,0.158,0.9316297174,High,High,68135,0.302,8194,0.0826813929,Low Unemployment,Small-Medium,>60k,78.486098225
18177,5,18177,0.2211073611,18,0.112,0.0679582514,0.3304990061,0.374,0.248,0.173,0.8779328256,Low,Low,49798,0.327,65778,0.1137466837,High Unemployment,Large,<50k,72.941823827
18183,5,18183,0.2272965268,18,0.098,0.0592247158,0.7116424366,0.34,0.208,0.155,0.9144697805,High,High,61841,0.291,34378,0.0868267831,Low Unemployment,Large,>60k,78.831932016
19000,5,19000,0.2293488256,19,0.09,0.0526036591,0.3598067198,0.343,0.1742549856,0.1282256963,0.9247452567,High,High,62362,0.261,3163561,0.0573390377,Low Unemployment,V Large,>60k,78.743464656
19001,5,19001,0.2214194645,19,0.092,0.0397224216,1,0.378,0.195,0.138,0.950401882,High,High,55265,0.278,7059,0.0513102437,Low Unemployment,Small-Medium,50-60k,78.168986849
19003,5,19003,0.2123745819,19,0.092,0.0379497289,1,0.377,0.2,0.14,0.9332075472,High,High,56291,0.28,3588,0.0599264706,Low Unemployment,Small,50-60k,79.746653494
19011,5,19011,0.2308570079,19,0.083,0.0504487775,0.8065654241,0.339,0.179,0.13,0.9470959027,High,High,72308,0.257,25414,0.0449622897,Low Unemployment,Large,>60k,79.437808875
19015,5,19015,0.2094607451,19,0.088,0.0406414155,0.5063483616,0.376,0.19,0.13,0.9416211,High,High,70656,0.265,26277,0.045152659,Low Unemployment,Large,>60k,78.782833453
19017,5,19017,0.2265418198,19,0.08,0.0394814815,0.6448755973,0.339,0.162,0.123,0.9639050388,High,High,74596,0.246,25311,0.0373926495,Low Unemployment,Large,>60k,80.763766122
19019,5,19019,0.2569173674,19,0.086,0.0456962596,0.6853707415,0.372,0.182,0.132,0.9393119168,High,High,66852,0.272,21287,0.0484777518,Low Unemployment,Small-Medium,>60k,79.696208485
19021,5,19021,0.2648695124,19,0.112,0.0365885081,0.4390918065,0.332,0.168,0.125,0.7785353333,High,High,61189,0.331,19772,0.1016197455,Low Unemployment,Small-Medium,>60k,80.460355818
19023,5,19023,0.2233307751,19,0.086,0.0466449511,1,0.355,0.184,0.136,0.935323867,High,High,54822,0.27,14333,0.0529843311,Low Unemployment,Small-Medium,50-60k,78.140867073
19025,5,19025,0.2118653014,19,0.092,0.041015625,1,0.349,0.197,0.136,0.9391843205,High,High,62000,0.294,9473,0.0519461516,Low Unemployment,Small-Medium,>60k,78.529963276
19027,5,19027,0.2427437983,19,0.086,0.0395410582,0.520368947,0.36,0.182,0.13,0.9329994193,High,High,61701,0.268,19914,0.0450933401,Low Unemployment,Small-Medium,>60k,79.676980011
19031,5,19031,0.2145523397,19,0.081,0.0436921296,0.8342072544,0.358,0.171,0.125,0.9539473684,High,High,68592,0.254,18485,0.0420703204,Low Unemployment,Small-Medium,>60k,81.218185176
19035,5,19035,0.2171581769,19,0.092,0.0377906977,0.6138170974,0.373,0.179,0.131,0.9233398438,High,High,61360,0.262,11190,0.0543781034,Low Unemployment,Small-Medium,>60k,78.206465022
19037,5,19037,0.2327192834,19,0.088,0.0470419391,0.7353485007,0.335,0.192,0.133,0.9360847334,High,High,63869,0.28,11834,0.0668878425,Low Unemployment,Small-Medium,>60k,78.47709862
19041,5,19041,0.2250876314,19,0.088,0.0453454894,0.3428931421,0.357,0.182,0.133,0.9459339093,High,High,59940,0.27,15976,0.0589411388,Low Unemployment,Small-Medium,50-60k,79.261544727
19043,5,19043,0.2088216616,19,0.095,0.0569926827,0.9659661316,0.382,0.206,0.142,0.9018138801,High,High,56256,0.3,17321,0.0732077764,Low Unemployment,Small-Medium,50-60k,80.379065907
19047,5,19047,0.2508019484,19,0.113,0.052452402,0.5180159102,0.385,0.189,0.132,0.8181154127,High,High,56707,0.346,16834,0.1151052747,Low Unemployment,Small-Medium,50-60k,79.36232405
19049,5,19049,0.2692676588,19,0.073,0.0361292151,0.3058592273,0.299,0.128,0.105,0.95541961,High,High,92025,0.217,96963,0.0393995113,Low Unemployment,Large,>60k,81.756679258
19051,5,19051,0.2977571539,19,0.093,0.0401655307,1,0.36,0.213,0.145,0.8207866168,High,High,57225,0.297,9051,0.1015933542,Low Unemployment,Small-Medium,50-60k,78.05521069
19055,5,19055,0.2343390211,19,0.089,0.0396878913,0.7147038955,0.375,0.193,0.135,0.9089211442,High,High,66364,0.275,16937,0.0554410249,Low Unemployment,Small-Medium,>60k,79.387665744
19059,5,19059,0.1914639011,19,0.084,0.0509639048,0.3504529909,0.339,0.165,0.122,0.9591217005,High,High,67477,0.247,17549,0.0461184315,Low Unemployment,Small-Medium,>60k,80.663348583
19061,5,19061,0.2273183728,19,0.086,0.0585126738,0.2701675333,0.337,0.164,0.128,0.9327126599,High,High,65986,0.247,97590,0.0487097027,Low Unemployment,Large,>60k,80.069723428
19067,5,19067,0.2264857881,19,0.097,0.0604848485,0.527326259,0.375,0.2,0.139,0.9195444526,High,High,60790,0.291,15480,0.0633016825,High Unemployment,Small-Medium,>60k,78.863064655
19069,5,19069,0.2297663223,19,0.102,0.0378774343,0.6024344569,0.382,0.179,0.135,0.9039165962,High,High,59596,0.302,9971,0.0712003068,Low Unemployment,Small-Medium,50-60k,78.446958262
19073,5,19073,0.2243320068,19,0.091,0.0423776486,0.5816195373,0.356,0.197,0.136,0.9335658792,High,High,54857,0.278,8795,0.0505198419,Low Unemployment,Small-Medium,50-60k,79.635262167
19075,5,19075,0.2277973316,19,0.081,0.0436792603,1,0.351,0.166,0.125,0.9509394572,High,High,71837,0.239,12217,0.0413025385,Low Unemployment,Small-Medium,>60k,78.970957429
19077,5,19077,0.2136537208,19,0.089,0.0497319283,1,0.39,0.184,0.134,0.9383642829,High,High,65344,0.284,10737,0.0635753508,Low Unemployment,Small-Medium,>60k,80.355274523
19081,5,19081,0.2132863805,19,0.089,0.0466689799,0.700202804,0.358,0.178,0.129,0.9292995295,High,High,58053,0.266,10507,0.0515970516,Low Unemployment,Small-Medium,50-60k,81.808662051
19083,5,19083,0.1913122172,19,0.09,0.0463499421,0.7108474963,0.388,0.193,0.131,0.9264522563,High,High,58502,0.282,16575,0.0589324531,Low Unemployment,Small-Medium,50-60k,79.104274824
19087,5,19087,0.2109965985,19,0.094,0.0526976161,0.5713080169,0.334,0.191,0.133,0.9254544117,High,High,56260,0.279,19697,0.0520604396,Low Unemployment,Small-Medium,50-60k,78.694902517
19089,5,19089,0.2527244987,19,0.088,0.0445759369,0.6299393686,0.355,0.19,0.137,0.9119808307,High,High,60034,0.281,9176,0.0607117934,Low Unemployment,Small-Medium,>60k,78.848885385
19091,5,19091,0.2381505331,19,0.094,0.0423162584,0.4658176261,0.347,0.189,0.137,0.9370208928,High,High,62071,0.283,9473,0.0568181818,Low Unemployment,Small-Medium,>60k,80.02583503
19095,5,19095,0.2334242161,19,0.085,0.0443600759,0.8218281871,0.341,0.18,0.131,0.9442869796,High,High,67820,0.264,16138,0.041229963,Low Unemployment,Small-Medium,>60k,78.546102507
19097,5,19097,0.2192658162,19,0.09,0.0609113161,0.5326985087,0.359,0.192,0.139,0.9309457273,High,High,61538,0.288,19205,0.0539757767,High Unemployment,Small-Medium,>60k,78.590134858
19099,5,19099,0.2193657801,19,0.09,0.0531887156,0.5750773574,0.333,0.186,0.132,0.9381021563,High,High,63458,0.276,37148,0.0442711078,Low Unemployment,Large,>60k,79.109663791
19101,5,19101,0.1543576607,19,0.094,0.0568145884,0.3872825506,0.347,0.171,0.123,0.9225874867,High,High,52830,0.284,18347,0.0905750799,Low Unemployment,Small-Medium,50-60k,79.874996119
19103,5,19103,0.1965851437,19,0.088,0.0479497669,0.1853654437,0.29,0.146,0.118,0.9572974063,High,High,68790,0.21,153740,0.0587818697,Low Unemployment,Large,>60k,82.600199037
19105,5,19105,0.2091962943,19,0.091,0.0569589388,0.5795619731,0.403,0.193,0.137,0.935934849,High,High,61736,0.276,20617,0.0551489807,Low Unemployment,Small-Medium,>60k,81.333707337
19107,5,19107,0.2270699058,19,0.092,0.0493108134,1,0.363,0.208,0.139,0.9317162086,High,High,54790,0.29,10085,0.0608398685,Low Unemployment,Small-Medium,50-60k,79.390075643
19109,5,19109,0.2207765668,19,0.092,0.0380858167,0.6564369813,0.374,0.185,0.135,0.9361193459,High,High,65006,0.286,14680,0.0482144463,Low Unemployment,Small-Medium,>60k,79.885180125
19113,5,19113,0.2274482783,19,0.084,0.0635490901,0.1274795716,0.35,0.157,0.124,0.9460555894,High,High,69559,0.243,227854,0.0477616595,High Unemployment,Large,>60k,79.597887986
19115,5,19115,0.2233221324,19,0.103,0.0495267072,1,0.339,0.185,0.13,0.8426821406,High,High,72404,0.323,11011,0.089226927,Low Unemployment,Small-Medium,>60k,78.292059227
